longitude,latitude,ghi_kwh_m2_day
-96.8,26.99,4.9785
-96.75,26.99,4.9663
-96.7,26.99,4.9548
-96.65,26.99,4.9443
-96.6,26.99,4.9349
-96.55,26.99,4.9265
-96.5,26.99,4.9186
-96.45,26.99,4.9109
-96.4,26.99,4.9032
-96.35,26.99,4.8955
-96.3,26.99,4.8878
-96.25,26.99,4.8799
-96.2,26.99,4.8717
-96.15,26.99,4.8631
-96.1,26.99,4.8542
-96.05,26.99,4.8454
-96.0,26.99,4.837
-99.2,27.04,5.4956
-99.15,27.04,5.4933
-99.1,27.04,5.4912
-99.05,27.04,5.4881
-99.0,27.04,5.4828
-98.95,27.04,5.4747
-98.9,27.04,5.4639
-98.85,27.04,5.451
-98.8,27.04,5.4372
-98.75,27.04,5.4233
-98.7,27.04,5.4099
-98.65,27.04,5.3968
-98.6,27.04,5.3838
-98.55,27.04,5.371
-98.5,27.04,5.3585
-98.45,27.04,5.3469
-98.4,27.04,5.3367
-98.35,27.04,5.3284
-98.3,27.04,5.322
-98.25,27.04,5.3174
-98.2,27.04,5.3142
-98.15,27.04,5.3116
-98.1,27.04,5.3086
-98.05,27.04,5.3046
-98.0,27.04,5.2989
-97.95,27.04,5.187
-97.9,27.04,5.1785
-97.85,27.04,5.1695
-97.8,27.04,5.1605
-97.75,27.04,5.1519
-97.7,27.04,5.144
-97.65,27.04,5.1365
-97.6,27.04,5.1293
-97.55,27.04,5.1222
-97.5,27.04,5.1147
-97.45,27.04,5.1065
-97.4,27.04,5.0971
-97.35,27.04,5.0865
-97.3,27.04,5.075
-97.25,27.04,5.0635
-97.2,27.04,5.0529
-97.15,27.04,5.0437
-97.1,27.04,5.036
-97.05,27.04,5.0288
-97.0,27.04,5.0213
-96.95,27.04,5.0127
-96.9,27.04,5.0028
-96.85,27.04,4.9917
-96.8,27.04,4.98
-96.75,27.04,4.9683
-96.7,27.04,4.9573
-96.65,27.04,4.9474
-96.6,27.04,4.9386
-96.55,27.04,4.9306
-96.5,27.04,4.9228
-96.45,27.04,4.9149
-96.4,27.04,4.9065
-96.35,27.04,4.8978
-96.3,27.04,4.889
-96.25,27.04,4.8801
-96.2,27.04,4.8713
-96.15,27.04,4.8626
-96.1,27.04,4.8542
-96.05,27.04,4.8462
-96.0,27.04,4.8389
-95.95,27.04,4.8326
-99.2,27.09,5.4979
-99.15,27.09,5.4955
-99.1,27.09,5.4937
-99.05,27.09,5.4911
-99.0,27.09,5.4867
-98.95,27.09,5.4797
-98.9,27.09,5.4699
-98.85,27.09,5.4581
-98.8,27.09,5.4451
-98.75,27.09,5.4317
-98.7,27.09,5.4184
-98.65,27.09,5.405
-98.6,27.09,5.3916
-98.55,27.09,5.3782
-98.5,27.09,5.365
-98.45,27.09,5.3528
-98.4,27.09,5.3421
-98.35,27.09,5.3332
-98.3,27.09,5.3262
-98.25,27.09,5.3209
-98.2,27.09,5.3167
-98.15,27.09,5.313
-98.1,27.09,5.3091
-98.05,27.09,5.3043
-98.0,27.09,5.2983
-97.95,27.09,5.1897
-97.9,27.09,5.182
-97.85,27.09,5.1742
-97.8,27.09,5.1666
-97.75,27.09,5.1594
-97.7,27.09,5.1525
-97.65,27.09,5.1457
-97.6,27.09,5.1387
-97.55,27.09,5.1313
-97.5,27.09,5.1232
-97.45,27.09,5.1143
-97.4,27.09,5.1041
-97.35,27.09,5.0927
-97.3,27.09,5.0802
-97.25,27.09,5.0675
-97.2,27.09,5.0557
-97.15,27.09,5.0454
-97.1,27.09,5.0367
-97.05,27.09,5.0288
-97.0,27.09,5.0209
-96.95,27.09,5.0122
-96.9,27.09,5.0024
-96.85,27.09,4.9917
-96.8,27.09,4.9805
-96.75,27.09,4.9695
-96.7,27.09,4.9592
-96.65,27.09,4.9501
-96.6,27.09,4.942
-96.55,27.09,4.9345
-96.5,27.09,4.9272
-96.45,27.09,4.9193
-96.4,27.09,4.9106
-96.35,27.09,4.9011
-96.3,27.09,4.8912
-96.25,27.09,4.8812
-96.2,27.09,4.8714
-96.15,27.09,4.8621
-96.1,27.09,4.8537
-96.05,27.09,4.8463
-96.0,27.09,4.8401
-95.95,27.09,4.835
-99.2,27.14,5.5021
-99.15,27.14,5.4992
-99.1,27.14,5.4969
-99.05,27.14,5.4943
-99.0,27.14,5.4902
-98.95,27.14,5.4838
-98.9,27.14,5.4749
-98.85,27.14,5.4639
-98.8,27.14,5.4516
-98.75,27.14,5.4386
-98.7,27.14,5.4253
-98.65,27.14,5.4118
-98.6,27.14,5.3981
-98.55,27.14,5.3842
-98.5,27.14,5.3707
-98.45,27.14,5.3581
-98.4,27.14,5.347
-98.35,27.14,5.3377
-98.3,27.14,5.3302
-98.25,27.14,5.324
-98.2,27.14,5.3187
-98.15,27.14,5.3137
-98.1,27.14,5.3084
-98.05,27.14,5.3026
-98.0,27.14,5.2962
-97.95,27.14,5.1913
-97.9,27.14,5.1846
-97.85,27.14,5.1782
-97.8,27.14,5.1723
-97.75,27.14,5.1666
-97.7,27.14,5.1608
-97.65,27.14,5.1545
-97.6,27.14,5.1473
-97.55,27.14,5.1394
-97.5,27.14,5.1307
-97.45,27.14,5.1211
-97.4,27.14,5.1105
-97.35,27.14,5.0985
-97.3,27.14,5.0854
-97.25,27.14,5.0719
-97.2,27.14,5.059
-97.15,27.14,5.0476
-97.1,27.14,5.0377
-97.05,27.14,5.029
-97.0,27.14,5.0205
-96.95,27.14,5.0116
-96.9,27.14,5.0019
-96.85,27.14,4.9916
-96.8,27.14,4.9812
-96.75,27.14,4.971
-96.7,27.14,4.9616
-96.65,27.14,4.9532
-96.6,27.14,4.9457
-96.55,27.14,4.9389
-96.5,27.14,4.932
-96.45,27.14,4.9244
-96.4,27.14,4.9157
-96.35,27.14,4.9058
-96.3,27.14,4.895
-96.25,27.14,4.8838
-96.2,27.14,4.8727
-96.15,27.14,4.8625
-96.1,27.14,4.8537
-96.05,27.14,4.8465
-96.0,27.14,4.841
-95.95,27.14,4.837
-99.2,27.19,5.5076
-99.15,27.19,5.5035
-99.1,27.19,5.5003
-99.05,27.19,5.4971
-99.0,27.19,5.4928
-98.95,27.19,5.4866
-98.9,27.19,5.4782
-98.85,27.19,5.4679
-98.8,27.19,5.4562
-98.75,27.19,5.4435
-98.7,27.19,5.4303
-98.65,27.19,5.4167
-98.6,27.19,5.4027
-98.55,27.19,5.3886
-98.5,27.19,5.375
-98.45,27.19,5.3623
-98.4,27.19,5.3512
-98.35,27.19,5.3417
-98.3,27.19,5.3338
-98.25,27.19,5.327
-98.2,27.19,5.3206
-98.15,27.19,5.3142
-98.1,27.19,5.3075
-98.05,27.19,5.3007
-98.0,27.19,5.294
-97.95,27.19,5.1926
-97.9,27.19,5.187
-97.85,27.19,5.1821
-97.8,27.19,5.1777
-97.75,27.19,5.1733
-97.7,27.19,5.1682
-97.65,27.19,5.1619
-97.6,27.19,5.1544
-97.55,27.19,5.1457
-97.5,27.19,5.1364
-97.45,27.19,5.1264
-97.4,27.19,5.1157
-97.35,27.19,5.1039
-97.3,27.19,5.0908
-97.25,27.19,5.0769
-97.2,27.19,5.0633
-97.15,27.19,5.0508
-97.1,27.19,5.0398
-97.05,27.19,5.0301
-97.0,27.19,5.0209
-96.95,27.19,5.0117
-96.9,27.19,5.0022
-96.85,27.19,4.9925
-96.8,27.19,4.9829
-96.75,27.19,4.9736
-96.7,27.19,4.965
-96.65,27.19,4.9573
-96.6,27.19,4.9505
-96.55,27.19,4.9442
-96.5,27.19,4.9378
-96.45,27.19,4.9306
-96.4,27.19,4.9222
-96.35,27.19,4.9121
-96.3,27.19,4.9007
-96.25,27.19,4.8884
-96.2,27.19,4.8761
-96.15,27.19,4.8647
-96.1,27.19,4.8551
-96.05,27.19,4.8477
-96.0,27.19,4.8426
-95.95,27.19,4.8394
-95.9,27.19,4.8371
-99.2,27.24,5.5134
-99.15,27.24,5.5078
-99.1,27.24,5.5034
-99.05,27.24,5.4992
-99.0,27.24,5.4943
-98.95,27.24,5.488
-98.9,27.24,5.48
-98.85,27.24,5.4701
-98.8,27.24,5.4588
-98.75,27.24,5.4464
-98.7,27.24,5.4333
-98.65,27.24,5.4197
-98.6,27.24,5.4057
-98.55,27.24,5.3916
-98.5,27.24,5.378
-98.45,27.24,5.3656
-98.4,27.24,5.3546
-98.35,27.24,5.3453
-98.3,27.24,5.3373
-98.25,27.24,5.33
-98.2,27.24,5.3228
-98.15,27.24,5.3153
-98.1,27.24,5.3075
-98.05,27.24,5.2998
-98.0,27.24,5.2926
-97.95,27.24,5.1946
-97.9,27.24,5.1898
-97.85,27.24,5.186
-97.8,27.24,5.1826
-97.75,27.24,5.1789
-97.7,27.24,5.174
-97.65,27.24,5.1674
-97.6,27.24,5.1593
-97.55,27.24,5.15
-97.5,27.24,5.1402
-97.45,27.24,5.1303
-97.4,27.24,5.12
-97.35,27.24,5.1089
-97.3,27.24,5.0964
-97.25,27.24,5.0828
-97.2,27.24,5.0688
-97.15,27.24,5.0555
-97.1,27.24,5.0434
-97.05,27.24,5.0327
-97.0,27.24,5.0228
-96.95,27.24,5.0133
-96.9,27.24,5.004
-96.85,27.24,4.9949
-96.8,27.24,4.986
-96.75,27.24,4.9775
-96.7,27.24,4.9697
-96.65,27.24,4.9626
-96.6,27.24,4.9563
-96.55,27.24,4.9505
-96.5,27.24,4.9447
-96.45,27.24,4.938
-96.4,27.24,4.9299
-96.35,27.24,4.92
-96.3,27.24,4.9082
-96.25,27.24,4.8952
-96.2,27.24,4.8818
-96.15,27.24,4.8693
-96.1,27.24,4.8588
-96.05,27.24,4.8509
-96.0,27.24,4.8458
-95.95,27.24,4.8427
-95.9,27.24,4.8407
-99.25,27.29,5.5272
-99.2,27.29,5.5185
-99.15,27.29,5.5115
-99.1,27.29,5.5057
-99.05,27.29,5.5004
-99.0,27.29,5.4948
-98.95,27.29,5.4883
-98.9,27.29,5.4804
-98.85,27.29,5.471
-98.8,27.29,5.4601
-98.75,27.29,5.4481
-98.7,27.29,5.4352
-98.65,27.29,5.4217
-98.6,27.29,5.4079
-98.55,27.29,5.394
-98.5,27.29,5.3807
-98.45,27.29,5.3685
-98.4,27.29,5.3579
-98.35,27.29,5.3488
-98.3,27.29,5.3409
-98.25,27.29,5.3335
-98.2,27.29,5.3259
-98.15,27.29,5.3177
-98.1,27.29,5.3091
-98.05,27.29,5.3006
-98.0,27.29,5.2929
-97.95,27.29,5.198
-97.9,27.29,5.1934
-97.85,27.29,5.1899
-97.8,27.29,5.1867
-97.75,27.29,5.183
-97.7,27.29,5.1778
-97.65,27.29,5.1709
-97.6,27.29,5.1622
-97.55,27.29,5.1526
-97.5,27.29,5.1428
-97.45,27.29,5.1334
-97.4,27.29,5.1241
-97.35,27.29,5.1141
-97.3,27.29,5.1026
-97.25,27.29,5.0896
-97.2,27.29,5.0756
-97.15,27.29,5.0616
-97.1,27.29,5.0485
-97.05,27.29,5.0367
-97.0,27.29,5.0261
-96.95,27.29,5.0164
-96.9,27.29,5.0073
-96.85,27.29,4.9986
-96.8,27.29,4.9903
-96.75,27.29,4.9825
-96.7,27.29,4.9753
-96.65,27.29,4.9688
-96.6,27.29,4.9629
-96.55,27.29,4.9576
-96.5,27.29,4.9521
-96.45,27.29,4.946
-96.4,27.29,4.9384
-96.35,27.29,4.9288
-96.3,27.29,4.9171
-96.25,27.29,4.9037
-96.2,27.29,4.8898
-96.15,27.29,4.8765
-96.1,27.29,4.8652
-96.05,27.29,4.8566
-96.0,27.29,4.851
-95.95,27.29,4.8476
-95.9,27.29,4.8452
-95.85,27.29,4.8423
-99.3,27.34,5.5442
-99.25,27.34,5.5324
-99.2,27.34,5.5224
-99.15,27.34,5.5142
-99.1,27.34,5.5072
-99.05,27.34,5.501
-99.0,27.34,5.4947
-98.95,27.34,5.488
-98.9,27.34,5.4802
-98.85,27.34,5.4712
-98.8,27.34,5.4609
-98.75,27.34,5.4495
-98.7,27.34,5.4371
-98.65,27.34,5.424
-98.6,27.34,5.4105
-98.55,27.34,5.397
-98.5,27.34,5.384
-98.45,27.34,5.3721
-98.4,27.34,5.3617
-98.35,27.34,5.3529
-98.3,27.34,5.3453
-98.25,27.34,5.3379
-98.2,27.34,5.3302
-98.15,27.34,5.3216
-98.1,27.34,5.3124
-98.05,27.34,5.3033
-98.0,27.34,5.295
-97.95,27.34,5.2029
-97.9,27.34,5.1978
-97.85,27.34,5.1938
-97.8,27.34,5.19
-97.75,27.34,5.1857
-97.7,27.34,5.18
-97.65,27.34,5.1726
-97.6,27.34,5.1639
-97.55,27.34,5.1546
-97.5,27.34,5.1454
-97.45,27.34,5.1369
-97.4,27.34,5.1288
-97.35,27.34,5.1201
-97.3,27.34,5.1098
-97.25,27.34,5.0974
-97.2,27.34,5.0834
-97.15,27.34,5.0688
-97.1,27.34,5.0547
-97.05,27.34,5.0419
-97.0,27.34,5.0306
-96.95,27.34,5.0207
-96.9,27.34,5.0116
-96.85,27.34,5.0033
-96.8,27.34,4.9954
-96.75,27.34,4.988
-96.7,27.34,4.9812
-96.65,27.34,4.975
-96.6,27.34,4.9695
-96.55,27.34,4.9644
-96.5,27.34,4.9594
-96.45,27.34,4.9537
-96.4,27.34,4.9466
-96.35,27.34,4.9375
-96.3,27.34,4.9262
-96.25,27.34,4.9131
-96.2,27.34,4.8992
-96.15,27.34,4.8857
-96.1,27.34,4.8739
-96.05,27.34,4.8647
-96.0,27.34,4.8583
-95.95,27.34,4.8541
-95.9,27.34,4.8508
-95.85,27.34,4.8469
-99.35,27.39,5.5633
-99.3,27.39,5.5489
-99.25,27.39,5.5361
-99.2,27.39,5.5251
-99.15,27.39,5.516
-99.1,27.39,5.5083
-99.05,27.39,5.5013
-99.0,27.39,5.4946
-98.95,27.39,5.4875
-98.9,27.39,5.4799
-98.85,27.39,5.4714
-98.8,27.39,5.4619
-98.75,27.39,5.4513
-98.7,27.39,5.4398
-98.65,27.39,5.4275
-98.6,27.39,5.4145
-98.55,27.39,5.4014
-98.5,27.39,5.3887
-98.45,27.39,5.377
-98.4,27.39,5.3667
-98.35,27.39,5.3581
-98.3,27.39,5.3505
-98.25,27.39,5.3432
-98.2,27.39,5.3354
-98.15,27.39,5.3266
-98.1,27.39,5.317
-98.05,27.39,5.3074
-98.0,27.39,5.2986
-97.95,27.39,5.2089
-97.9,27.39,5.2029
-97.85,27.39,5.1978
-97.8,27.39,5.1929
-97.75,27.39,5.1876
-97.7,27.39,5.1813
-97.65,27.39,5.1739
-97.6,27.39,5.1657
-97.55,27.39,5.1572
-97.5,27.39,5.1491
-97.45,27.39,5.1418
-97.4,27.39,5.1349
-97.35,27.39,5.1272
-97.3,27.39,5.1177
-97.25,27.39,5.1058
-97.2,27.39,5.0917
-97.15,27.39,5.0766
-97.1,27.39,5.0616
-97.05,27.39,5.048
-97.0,27.39,5.0361
-96.95,27.39,5.0258
-96.9,27.39,5.0168
-96.85,27.39,5.0086
-96.8,27.39,5.0009
-96.75,27.39,4.9937
-96.7,27.39,4.9869
-96.65,27.39,4.9808
-96.6,27.39,4.9753
-96.55,27.39,4.9704
-96.5,27.39,4.9655
-96.45,27.39,4.9601
-96.4,27.39,4.9535
-96.35,27.39,4.9451
-96.3,27.39,4.9347
-96.25,27.39,4.9224
-96.2,27.39,4.9092
-96.15,27.39,4.8961
-96.1,27.39,4.8841
-96.05,27.39,4.8743
-96.0,27.39,4.867
-95.95,27.39,4.8617
-95.9,27.39,4.8572
-95.85,27.39,4.852
-99.35,27.44,5.5667
-99.3,27.44,5.5517
-99.25,27.44,5.5384
-99.2,27.44,5.527
-99.15,27.44,5.5174
-99.1,27.44,5.5092
-99.05,27.44,5.5017
-99.0,27.44,5.4946
-98.95,27.44,5.4874
-98.9,27.44,5.4799
-98.85,27.44,5.4719
-98.8,27.44,5.4634
-98.75,27.44,5.454
-98.7,27.44,5.4436
-98.65,27.44,5.4323
-98.6,27.44,5.42
-98.55,27.44,5.4074
-98.5,27.44,5.3948
-98.45,27.44,5.3831
-98.4,27.44,5.3728
-98.35,27.44,5.364
-98.3,27.44,5.3563
-98.25,27.44,5.3488
-98.2,27.44,5.3408
-98.15,27.44,5.3318
-98.1,27.44,5.322
-98.05,27.44,5.3121
-98.0,27.44,5.3029
-97.95,27.44,5.2156
-97.9,27.44,5.2086
-97.85,27.44,5.2023
-97.8,27.44,5.1961
-97.75,27.44,5.1898
-97.7,27.44,5.183
-97.65,27.44,5.176
-97.6,27.44,5.1687
-97.55,27.44,5.1615
-97.5,27.44,5.1548
-97.45,27.44,5.1487
-97.4,27.44,5.1426
-97.35,27.44,5.1355
-97.3,27.44,5.1263
-97.25,27.44,5.1144
-97.2,27.44,5.1001
-97.15,27.44,5.0844
-97.1,27.44,5.0688
-97.05,27.44,5.0546
-97.0,27.44,5.0422
-96.95,27.44,5.0318
-96.9,27.44,5.0227
-96.85,27.44,5.0145
-96.8,27.44,5.0068
-96.75,27.44,4.9993
-96.7,27.44,4.9924
-96.65,27.44,4.986
-96.6,27.44,4.9803
-96.55,27.44,4.9752
-96.5,27.44,4.9702
-96.45,27.44,4.965
-96.4,27.44,4.9587
-96.35,27.44,4.9511
-96.3,27.44,4.9417
-96.25,27.44,4.9307
-96.2,27.44,4.9187
-96.15,27.44,4.9064
-96.1,27.44,4.8947
-96.05,27.44,4.8845
-96.0,27.44,4.8761
-95.95,27.44,4.8694
-95.9,27.44,4.8636
-95.85,27.44,4.8572
-95.8,27.44,4.8492
-99.4,27.49,5.5839
-99.35,27.49,5.5682
-99.3,27.49,5.5533
-99.25,27.49,5.5399
-99.2,27.49,5.5285
-99.15,27.49,5.5188
-99.1,27.49,5.5103
-99.05,27.49,5.5024
-99.0,27.49,5.4948
-98.95,27.49,5.4874
-98.9,27.49,5.4801
-98.85,27.49,5.4727
-98.8,27.49,5.4652
-98.75,27.49,5.4571
-98.7,27.49,5.4482
-98.65,27.49,5.438
-98.6,27.49,5.4266
-98.55,27.49,5.4144
-98.5,27.49,5.402
-98.45,27.49,5.3901
-98.4,27.49,5.3794
-98.35,27.49,5.3702
-98.3,27.49,5.3621
-98.25,27.49,5.3542
-98.2,27.49,5.3459
-98.15,27.49,5.3367
-98.1,27.49,5.3268
-98.05,27.49,5.3168
-98.0,27.49,5.3074
-97.95,27.49,5.2229
-97.9,27.49,5.2151
-97.85,27.49,5.2077
-97.8,27.49,5.2004
-97.75,27.49,5.1933
-97.7,27.49,5.1864
-97.65,27.49,5.1798
-97.6,27.49,5.1737
-97.55,27.49,5.1679
-97.5,27.49,5.1625
-97.45,27.49,5.1572
-97.4,27.49,5.1514
-97.35,27.49,5.1442
-97.3,27.49,5.1347
-97.25,27.49,5.1226
-97.2,27.49,5.108
-97.15,27.49,5.092
-97.1,27.49,5.0761
-97.05,27.49,5.0615
-97.0,27.49,5.0489
-96.95,27.49,5.0383
-96.9,27.49,5.0292
-96.85,27.49,5.021
-96.8,27.49,5.0131
-96.75,27.49,5.0054
-96.7,27.49,4.998
-96.65,27.49,4.9911
-96.6,27.49,4.9849
-96.55,27.49,4.9792
-96.5,27.49,4.9738
-96.45,27.49,4.9684
-96.4,27.49,4.9623
-96.35,27.49,4.9552
-96.3,27.49,4.9468
-96.25,27.49,4.9373
-96.2,27.49,4.9267
-96.15,27.49,4.9156
-96.1,27.49,4.9044
-96.05,27.49,4.8939
-96.0,27.49,4.8845
-95.95,27.49,4.8764
-95.9,27.49,4.8691
-95.85,27.49,4.8617
-95.8,27.49,4.8531
-99.45,27.54,5.5974
-99.4,27.54,5.5833
-99.35,27.54,5.5685
-99.3,27.54,5.5543
-99.25,27.54,5.5414
-99.2,27.54,5.5303
-99.15,27.54,5.5205
-99.1,27.54,5.5117
-99.05,27.54,5.5033
-99.0,27.54,5.4952
-98.95,27.54,5.4875
-98.9,27.54,5.4802
-98.85,27.54,5.4734
-98.8,27.54,5.4669
-98.75,27.54,5.4602
-98.7,27.54,5.4527
-98.65,27.54,5.4438
-98.6,27.54,5.4333
-98.55,27.54,5.4216
-98.5,27.54,5.4091
-98.45,27.54,5.397
-98.4,27.54,5.3859
-98.35,27.54,5.3761
-98.3,27.54,5.3674
-98.25,27.54,5.359
-98.2,27.54,5.3502
-98.15,27.54,5.3408
-98.1,27.54,5.3309
-98.05,27.54,5.3211
-98.0,27.54,5.3119
-97.95,27.54,5.2305
-97.9,27.54,5.2224
-97.85,27.54,5.2144
-97.8,27.54,5.2065
-97.75,27.54,5.1988
-97.7,27.54,5.1918
-97.65,27.54,5.1858
-97.6,27.54,5.1805
-97.55,27.54,5.1758
-97.5,27.54,5.1712
-97.45,27.54,5.1662
-97.4,27.54,5.1602
-97.35,27.54,5.1524
-97.3,27.54,5.1423
-97.25,27.54,5.1297
-97.2,27.54,5.1149
-97.15,27.54,5.0989
-97.1,27.54,5.0831
-97.05,27.54,5.0685
-97.0,27.54,5.056
-96.95,27.54,5.0454
-96.9,27.54,5.0364
-96.85,27.54,5.0281
-96.8,27.54,5.02
-96.75,27.54,5.012
-96.7,27.54,5.0042
-96.65,27.54,4.9968
-96.6,27.54,4.9898
-96.55,27.54,4.9833
-96.5,27.54,4.9772
-96.45,27.54,4.9711
-96.4,27.54,4.9647
-96.35,27.54,4.9578
-96.3,27.54,4.9503
-96.25,27.54,4.9421
-96.2,27.54,4.933
-96.15,27.54,4.9231
-96.1,27.54,4.9125
-96.05,27.54,4.9017
-96.0,27.54,4.8912
-95.95,27.54,4.8817
-95.9,27.54,4.8731
-95.85,27.54,4.8648
-95.8,27.54,4.8561
-99.5,27.59,5.6055
-99.45,27.59,5.5944
-99.4,27.59,5.5817
-99.35,27.59,5.5684
-99.3,27.59,5.5555
-99.25,27.59,5.5435
-99.2,27.59,5.5327
-99.15,27.59,5.5228
-99.1,27.59,5.5135
-99.05,27.59,5.5044
-99.0,27.59,5.4956
-98.95,27.59,5.4874
-98.9,27.59,5.48
-98.85,27.59,5.4737
-98.8,27.59,5.4681
-98.75,27.59,5.4627
-98.7,27.59,5.4565
-98.65,27.59,5.4489
-98.6,27.59,5.4393
-98.55,27.59,5.428
-98.5,27.59,5.4156
-98.45,27.59,5.4032
-98.4,27.59,5.3916
-98.35,27.59,5.3813
-98.3,27.59,5.3719
-98.25,27.59,5.363
-98.2,27.59,5.3538
-98.15,27.59,5.3442
-98.1,27.59,5.3345
-98.05,27.59,5.3251
-98.0,27.59,5.3163
-97.95,27.59,5.2383
-97.9,27.59,5.2303
-97.85,27.59,5.2221
-97.8,27.59,5.2139
-97.75,27.59,5.2059
-97.7,27.59,5.1989
-97.65,27.59,5.1931
-97.6,27.59,5.1884
-97.55,27.59,5.1842
-97.5,27.59,5.1799
-97.45,27.59,5.1746
-97.4,27.59,5.1679
-97.35,27.59,5.1592
-97.3,27.59,5.1483
-97.25,27.59,5.1353
-97.2,27.59,5.1206
-97.15,27.59,5.1049
-97.1,27.59,5.0896
-97.05,27.59,5.0754
-97.0,27.59,5.0632
-96.95,27.59,5.0528
-96.9,27.59,5.0439
-96.85,27.59,5.0357
-96.8,27.59,5.0276
-96.75,27.59,5.0195
-96.7,27.59,5.0114
-96.65,27.59,5.0034
-96.6,27.59,4.9957
-96.55,27.59,4.9883
-96.5,27.59,4.981
-96.45,27.59,4.9739
-96.4,27.59,4.9668
-96.35,27.59,4.9596
-96.3,27.59,4.9524
-96.25,27.59,4.9451
-96.2,27.59,4.9372
-96.15,27.59,4.9284
-96.1,27.59,4.9184
-96.05,27.59,4.9073
-96.0,27.59,4.896
-95.95,27.59,4.8851
-95.9,27.59,4.8753
-95.85,27.59,4.8664
-95.8,27.59,4.8579
-95.75,27.59,4.8491
-99.55,27.64,5.6092
-99.5,27.64,5.6008
-99.45,27.64,5.5911
-99.4,27.64,5.5802
-99.35,27.64,5.5688
-99.3,27.64,5.5574
-99.25,27.64,5.5464
-99.2,27.64,5.5359
-99.15,27.64,5.5257
-99.1,27.64,5.5157
-99.05,27.64,5.5057
-99.0,27.64,5.496
-98.95,27.64,5.4871
-98.9,27.64,5.4796
-98.85,27.64,5.4735
-98.8,27.64,5.4687
-98.75,27.64,5.4643
-98.7,27.64,5.4594
-98.65,27.64,5.4528
-98.6,27.64,5.4441
-98.55,27.64,5.4333
-98.5,27.64,5.421
-98.45,27.64,5.4085
-98.4,27.64,5.3966
-98.35,27.64,5.3858
-98.3,27.64,5.376
-98.25,27.64,5.3666
-98.2,27.64,5.3571
-98.15,27.64,5.3474
-98.1,27.64,5.3378
-98.05,27.64,5.3287
-98.0,27.64,5.3204
-97.95,27.64,5.2458
-97.9,27.64,5.238
-97.85,27.64,5.2299
-97.8,27.64,5.2216
-97.75,27.64,5.2135
-97.7,27.64,5.2064
-97.65,27.64,5.2006
-97.6,27.64,5.1959
-97.55,27.64,5.1918
-97.5,27.64,5.1872
-97.45,27.64,5.1813
-97.4,27.64,5.1737
-97.35,27.64,5.1641
-97.3,27.64,5.1526
-97.25,27.64,5.1394
-97.2,27.64,5.125
-97.15,27.64,5.1101
-97.1,27.64,5.0955
-97.05,27.64,5.082
-97.0,27.64,5.0703
-96.95,27.64,5.0603
-96.9,27.64,5.0516
-96.85,27.64,5.0436
-96.8,27.64,5.0358
-96.75,27.64,5.0277
-96.7,27.64,5.0195
-96.65,27.64,5.0112
-96.6,27.64,5.0028
-96.55,27.64,4.9944
-96.5,27.64,4.9859
-96.45,27.64,4.9774
-96.4,27.64,4.9691
-96.35,27.64,4.961
-96.3,27.64,4.9536
-96.25,27.64,4.9465
-96.2,27.64,4.9394
-96.15,27.64,4.9313
-96.1,27.64,4.9218
-96.05,27.64,4.9106
-96.0,27.64,4.8986
-95.95,27.64,4.8868
-95.9,27.64,4.8762
-95.85,27.64,4.867
-95.8,27.64,4.859
-95.75,27.64,4.8514
-99.55,27.69,5.605
-99.5,27.69,5.5971
-99.45,27.69,5.5886
-99.4,27.69,5.5796
-99.35,27.69,5.5701
-99.3,27.69,5.5603
-99.25,27.69,5.5503
-99.2,27.69,5.54
-99.15,27.69,5.5295
-99.1,27.69,5.5186
-99.05,27.69,5.5076
-99.0,27.69,5.4969
-98.95,27.69,5.4873
-98.9,27.69,5.4794
-98.85,27.69,5.4734
-98.8,27.69,5.4691
-98.75,27.69,5.4655
-98.7,27.69,5.4615
-98.65,27.69,5.4558
-98.6,27.69,5.4478
-98.55,27.69,5.4375
-98.5,27.69,5.4256
-98.45,27.69,5.4132
-98.4,27.69,5.4012
-98.35,27.69,5.3902
-98.3,27.69,5.3801
-98.25,27.69,5.3704
-98.2,27.69,5.3607
-98.15,27.69,5.3508
-98.1,27.69,5.3411
-98.05,27.69,5.3321
-98.0,27.69,5.3238
-97.95,27.69,5.2522
-97.9,27.69,5.2445
-97.85,27.69,5.2364
-97.8,27.69,5.228
-97.75,27.69,5.2199
-97.7,27.69,5.2127
-97.65,27.69,5.2068
-97.6,27.69,5.202
-97.55,27.69,5.1976
-97.5,27.69,5.1925
-97.45,27.69,5.1859
-97.4,27.69,5.1775
-97.35,27.69,5.1673
-97.3,27.69,5.1554
-97.25,27.69,5.1424
-97.2,27.69,5.1286
-97.15,27.69,5.1145
-97.1,27.69,5.1009
-97.05,27.69,5.0882
-97.0,27.69,5.0771
-96.95,27.69,5.0676
-96.9,27.69,5.0593
-96.85,27.69,5.0516
-96.8,27.69,5.0441
-96.75,27.69,5.0364
-96.7,27.69,5.0283
-96.65,27.69,5.0197
-96.6,27.69,5.0108
-96.55,27.69,5.0015
-96.5,27.69,4.9917
-96.45,27.69,4.9817
-96.4,27.69,4.9718
-96.35,27.69,4.9625
-96.3,27.69,4.9542
-96.25,27.69,4.9468
-96.2,27.69,4.9398
-96.15,27.69,4.9321
-96.1,27.69,4.9228
-96.05,27.69,4.9118
-96.0,27.69,4.8995
-95.95,27.69,4.8874
-95.9,27.69,4.8765
